Name,Age,Gender,School_Grade,Daily_Usage_Hours,Sleep_Hours,Academic_Performance,Social_Interactions,Exercise_Hours,Anxiety_Level,Depression_Level,Self_Esteem,Parental_Control,Screen_Time_Before_Bed,Phone_Checks_Per_Day,Apps_Used_Daily,Time_on_Social_Media,Time_on_Gaming,Time_on_Education,Phone_Usage_Purpose,Family_Communication,Weekend_Usage_Hours,Addiction_Level
Erica Allen,15,Female,12th,4.7,5.2,58,10,0.5,2,10,5,1,0.6,65,17,2.2,0.7,1.0,Social Media,8,6.1,9.7
Melissa Horn,17,Female,7th,3.4,6.8,87,2,1.1,9,1,4,1,0.5,80,11,2.2,1.2,1.7,Social Media,6,6.3,7.2
Shannon Evans,18,Female,10th,3.9,5.8,73,9,1.5,3,4,3,1,1.5,103,11,1.6,0.7,0.3,Browsing,5,5.0,7.6
Lauren Rivera,13,Male,10th,3.4,6.0,85,2,1.2,1,2,7,0,1.0,97,13,3.2,0.0,0.3,Education,6,5.2,8.1
Michelle Morgan,14,Other,9th,4.5,5.7,92,10,1.1,3,10,10,1,1.1,144,12,3.7,0.6,1.3,Education,2,7.2,10.0
Jason Brown,14,Female,10th,7.3,7.0,87,5,0.0,2,2,8,0,0.5,35,8,1.9,3.3,3.0,Browsing,6,6.5,10.0
James Frazier,13,Male,7th,7.5,5.2,68,6,0.8,7,6,7,0,0.0,84,11,2.1,2.7,0.1,Browsing,3,6.8,10.0
Matthew Gardner,19,Female,8th,8.5,7.5,98,2,0.6,8,8,1,1,1.5,73,12,1.0,1.0,0.3,Other,4,5.5,10.0
Robert Ruiz,19,Female,8th,1.4,8.4,63,1,1.1,3,4,10,1,0.9,130,20,3.2,1.1,1.5,Browsing,4,5.5,8.1
Brandon Peters,17,Other,7th,3.0,5.7,66,6,0.7,2,3,2,0,1.4,39,14,2.8,1.8,0.3,Education,2,6.5,8.3
Alyssa Davidson,14,Other,8th,3.9,6.8,50,10,1.2,2,1,9,0,0.8,115,19,2.3,1.6,1.8,Education,10,3.5,10.0
Andrea Booth,15,Other,7th,5.7,7.7,51,6,1.9,4,3,2,1,1.2,121,9,1.7,0.7,0.7,Social Media,6,2.0,8.5
Erika Miller PhD,17,Female,10th,0.8,5.7,65,10,1.8,5,6,1,1,1.2,128,11,3.2,2.3,2.4,Gaming,3,7.2,8.2
Heather Castro,16,Male,7th,8.1,9.5,65,6,1.8,6,2,1,1,0.6,38,20,0.0,1.3,0.4,Browsing,5,2.8,9.4
Kirk Hart,18,Male,11th,6.8,8.4,95,5,0.4,1,5,7,1,1.0,103,8,1.2,1.1,0.9,Gaming,2,12.6,8.6
David Fitzgerald,13,Female,9th,4.6,6.8,93,9,1.7,9,2,5,0,1.0,150,16,3.7,0.6,0.7,Education,4,3.4,10.0
Abigail Arias,16,Other,11th,4.1,6.1,69,1,2.5,9,6,1,1,1.1,119,15,1.5,3.1,1.4,Social Media,5,6.3,10.0
Brandy Williams,13,Male,7th,7.7,7.5,58,0,1.4,9,10,6,0,1.2,41,9,3.6,1.2,1.7,Browsing,10,4.7,10.0
Laura Griffin,13,Female,11th,3.9,6.3,98,4,1.5,8,3,7,1,1.0,84,9,1.5,0.8,1.1,Gaming,8,3.7,6.5
Marcus Bullock,13,Female,7th,3.0,4.2,67,0,0.8,7,8,2,1,0.2,42,19,1.1,2.6,1.4,Gaming,6,6.8,9.2
Laura Rice,18,Male,11th,7.8,8.5,71,9,1.2,6,5,10,1,0.7,41,10,2.9,3.1,0.9,Education,2,7.4,10.0
Casey West,16,Male,8th,6.5,8.0,85,8,0.8,2,5,4,0,1.0,135,13,5.0,1.8,0.6,Browsing,2,7.5,10.0
Debbie Schmidt,17,Other,9th,1.9,6.8,99,7,1.4,1,4,3,1,1.7,80,18,2.2,0.9,1.4,Browsing,4,6.0,6.8
Timothy Davis,14,Female,7th,4.6,5.2,88,9,0.6,8,10,1,1,0.7,129,15,1.1,2.0,0.4,Other,9,8.1,10.0
Christian Jimenez,13,Female,11th,7.5,5.7,70,8,0.9,4,10,5,0,1.4,52,13,1.4,1.4,1.0,Browsing,8,3.5,10.0
Amanda Baker,13,Male,11th,2.4,6.2,63,2,0.5,7,8,5,0,0.9,88,5,1.1,1.8,0.9,Social Media,1,4.5,5.0
Sue Harris,18,Female,7th,7.2,9.7,74,0,0.0,4,1,4,0,1.3,140,14,2.5,0.7,0.9,Gaming,8,10.7,10.0
Mrs. Brittney Greene,16,Other,11th,0.0,5.7,94,2,0.6,5,5,7,1,1.4,122,18,3.2,0.9,1.7,Education,6,5.7,7.3
Thomas Gaines,18,Other,9th,1.8,6.6,75,8,0.4,2,3,4,1,0.9,67,16,1.6,1.2,0.0,Education,6,3.1,5.8
Jessica Kane,13,Female,10th,6.2,6.2,73,4,1.2,7,8,6,0,1.1,24,16,1.8,2.9,1.1,Browsing,5,9.0,10.0
Nathaniel Brown,14,Other,10th,2.0,7.3,58,8,1.8,3,9,1,1,2.0,92,6,1.4,1.0,0.5,Gaming,10,6.9,3.8
Jacob Mccullough,19,Other,12th,3.1,6.8,84,3,1.4,5,5,10,1,1.4,85,7,2.2,2.3,2.1,Education,1,8.7,7.3
Miss Lisa Kennedy,19,Male,9th,8.1,7.1,77,1,0.9,7,4,8,0,0.9,22,6,3.4,0.8,1.9,Gaming,4,5.6,10.0
Robert Holland,18,Other,10th,3.0,7.3,92,3,1.1,9,8,6,1,0.4,72,13,3.5,0.5,1.6,Education,5,5.0,7.4
Raymond Callahan,17,Other,10th,3.8,6.4,78,1,0.7,6,6,8,0,1.0,25,7,2.8,2.5,1.6,Browsing,3,7.0,7.8
Eric Kline DDS,13,Other,10th,3.9,8.4,98,7,1.1,9,2,5,1,1.2,82,8,4.1,2.0,1.6,Browsing,6,11.0,9.0
Jeffrey Walker,18,Other,10th,5.1,4.0,98,1,0.9,10,1,7,1,0.6,138,20,1.9,3.2,1.1,Other,6,5.2,10.0
Kathryn Romero,17,Female,8th,3.8,6.3,65,10,0.3,1,5,7,0,1.5,83,18,3.1,3.7,0.9,Browsing,2,5.9,10.0
Craig Morales,16,Female,9th,5.8,6.4,53,10,3.4,7,5,2,1,0.6,100,5,2.5,0.2,0.9,Browsing,6,6.9,8.3
Amy Woods,19,Male,11th,3.9,7.2,66,5,0.0,10,10,1,1,1.0,84,13,3.9,1.6,0.0,Social Media,5,4.7,10.0
Sheila Woodward,18,Male,9th,8.4,6.0,88,6,2.5,3,2,2,0,0.8,77,8,1.0,2.5,2.4,Social Media,4,4.4,10.0
Richard Dawson,16,Male,8th,4.8,7.7,50,8,0.9,2,4,8,1,0.9,102,8,2.2,0.6,1.7,Social Media,4,8.9,7.4
Rachel Richardson,18,Male,12th,3.4,7.3,82,4,0.0,6,9,2,0,0.6,51,12,2.1,0.0,0.0,Gaming,1,3.0,5.3
Ethan Marquez,19,Male,7th,4.7,5.2,99,7,1.2,5,4,1,1,0.2,36,16,2.6,1.6,1.6,Gaming,2,0.7,10.0
Mary Booker,18,Male,11th,6.8,7.9,97,7,2.2,3,10,9,1,0.4,126,11,2.2,2.6,0.8,Education,10,5.9,10.0
Michael Young,13,Other,7th,6.7,5.2,59,6,1.0,4,1,1,1,1.5,68,16,5.0,1.1,0.4,Social Media,5,2.0,10.0
Krystal Ellis,15,Female,8th,1.5,9.0,95,4,0.0,8,8,3,0,0.5,84,10,3.3,2.5,1.4,Gaming,1,4.6,6.5
Andrew Brown,13,Female,9th,3.8,5.5,96,3,0.4,10,1,9,1,1.3,102,15,3.1,1.5,1.2,Social Media,5,6.8,10.0
Yvonne Davis,14,Female,9th,3.7,6.9,65,6,0.1,2,4,10,0,1.0,149,10,1.1,0.1,1.0,Social Media,6,6.1,6.4
Kyle Woodard,19,Female,7th,1.5,6.3,87,1,0.9,6,1,10,1,1.4,45,8,3.1,2.8,0.7,Social Media,4,8.1,6.7
Christopher Chavez,15,Female,11th,6.6,7.6,61,5,1.5,6,2,2,1,0.0,28,20,3.0,1.8,1.2,Other,2,5.4,10.0
Lisa Snow,16,Other,12th,6.6,9.1,64,10,0.9,6,1,8,0,0.8,147,10,2.8,1.0,0.9,Social Media,7,7.8,10.0
Joshua Welch,13,Other,7th,4.3,7.4,72,8,0.6,3,4,9,0,1.5,32,16,4.1,0.9,1.0,Other,3,8.0,9.4
Zachary Moore,16,Male,9th,7.8,5.5,96,8,1.6,8,1,6,0,1.1,74,18,2.7,3.2,0.0,Gaming,6,6.8,10.0
Lindsay Fry,18,Male,7th,7.1,6.8,86,10,1.7,4,7,8,1,0.9,45,5,4.0,0.1,1.3,Education,7,7.1,9.7
Savannah Gonzales,17,Other,7th,5.3,4.5,96,8,1.5,5,5,3,1,2.0,108,18,2.3,1.2,1.3,Gaming,1,4.8,10.0
Linda Moore,16,Male,11th,5.9,7.9,77,9,1.1,1,10,8,0,1.5,132,10,1.7,0.6,0.4,Social Media,3,3.6,8.9
Joan Mooney,17,Male,12th,4.5,6.0,81,8,0.1,2,7,9,1,1.2,58,18,2.1,2.5,0.9,Education,2,4.8,10.0
Matthew Pena,17,Female,7th,5.6,9.7,95,4,0.0,8,5,4,0,1.3,128,5,0.2,1.9,0.3,Social Media,2,8.3,6.4
Donna Martinez,19,Male,12th,4.5,6.8,85,0,1.7,1,5,7,0,1.1,143,7,2.1,0.7,0.7,Other,4,6.3,8.2
Stacey Mercer MD,14,Female,7th,6.9,6.4,85,7,0.9,6,10,4,1,1.5,124,12,1.7,0.7,0.6,Gaming,6,6.6,10.0
Brendan Mcdaniel,13,Other,10th,4.5,6.4,61,7,1.2,10,6,5,1,1.4,121,15,0.9,0.7,1.4,Education,7,6.5,8.3
Marcus Villanueva,13,Male,9th,7.1,8.3,55,10,1.6,3,6,7,0,0.9,29,13,3.5,2.9,1.4,Social Media,1,9.2,10.0
Jesse Gonzalez,16,Other,7th,4.9,6.7,52,10,1.3,9,3,1,0,0.1,67,10,0.8,1.8,0.6,Gaming,8,6.1,7.5
Dr. Jordan Hamilton,14,Female,7th,4.9,6.8,58,10,0.0,10,4,3,1,1.7,72,19,1.3,2.2,1.3,Gaming,2,10.6,10.0
Elizabeth Horn,19,Male,12th,4.8,9.1,75,2,1.4,2,7,7,1,0.4,103,16,1.6,2.4,1.0,Browsing,1,5.3,9.5
Ashley Ingram,19,Female,10th,7.6,7.5,61,0,2.1,4,8,4,1,0.6,100,16,2.1,2.4,0.8,Other,7,5.6,10.0
Jason Mccann,17,Female,9th,3.2,5.9,60,5,0.7,3,9,2,0,1.6,102,19,3.0,0.2,0.0,Other,5,4.8,9.3
Jennifer Cabrera,14,Other,11th,5.8,9.7,90,3,0.7,9,2,10,1,0.7,133,12,2.5,1.8,1.0,Browsing,8,5.6,10.0
Sean Dillon,19,Female,7th,4.3,6.6,68,3,1.4,5,7,7,0,0.8,150,6,2.4,1.4,0.0,Gaming,3,9.8,9.0
Dylan Brown,13,Male,10th,6.5,4.5,90,8,2.6,4,5,6,0,1.5,82,19,2.8,2.5,1.3,Gaming,3,2.0,10.0
Amber Erickson,15,Female,11th,4.3,7.8,73,7,0.0,3,4,10,1,2.0,69,15,2.7,1.5,0.6,Education,1,7.5,9.0
Lisa Smith,19,Other,12th,3.5,5.6,86,3,1.6,1,7,3,0,0.5,65,8,0.5,1.2,0.0,Other,2,7.6,5.3
Miguel Williams,13,Male,9th,5.9,8.1,65,8,0.3,5,10,1,1,1.8,140,17,2.3,3.2,0.5,Education,1,7.5,10.0
Veronica Kramer,15,Male,10th,2.5,3.4,87,1,1.1,7,3,2,0,1.3,55,12,3.9,1.3,3.0,Gaming,8,7.9,9.5
Peter Villa,14,Female,10th,5.5,5.7,92,7,0.6,10,10,5,0,1.2,91,12,2.3,0.9,1.4,Browsing,1,3.9,10.0
Elizabeth Myers,18,Other,11th,4.2,6.3,51,1,1.2,1,1,4,0,0.0,27,8,1.9,1.5,0.4,Education,8,10.6,6.6
Adam Young,16,Male,9th,0.0,7.1,78,3,0.3,8,10,8,0,0.4,22,14,4.0,2.3,0.3,Education,1,7.3,6.0
Evan Henry,16,Female,10th,8.3,3.3,54,4,0.3,1,1,3,1,0.2,75,8,2.1,2.2,1.1,Education,9,5.8,10.0
Lisa Ross,17,Other,7th,6.1,7.6,75,8,1.7,5,1,9,0,0.4,69,18,2.3,0.5,1.4,Social Media,2,8.4,10.0
Wendy Huerta,14,Male,10th,4.4,6.0,98,9,1.8,8,5,4,1,1.0,95,14,3.7,1.8,1.8,Other,3,6.8,10.0
Melissa Snyder,15,Male,10th,2.2,5.5,72,4,1.4,5,1,1,0,1.1,131,5,1.9,1.5,1.7,Social Media,4,4.7,6.5
Pamela Collins,15,Female,12th,7.0,8.2,68,4,0.6,3,5,7,0,1.1,148,17,3.5,2.1,1.3,Gaming,1,5.4,10.0
Nicole Sanders,14,Male,9th,3.8,6.8,78,7,1.4,2,9,2,1,1.2,43,7,2.0,2.3,0.7,Browsing,2,8.0,7.0
Michael Garcia,14,Male,8th,5.7,6.2,99,3,0.5,6,10,1,1,1.2,36,6,3.0,1.0,0.7,Gaming,2,6.4,8.5
Debbie Floyd,15,Female,7th,9.1,6.0,56,7,0.1,10,1,1,1,0.0,120,9,1.5,2.3,1.5,Browsing,8,3.4,10.0
David Newton,19,Other,10th,2.8,7.1,64,1,0.1,4,2,4,1,0.8,109,12,3.1,1.0,1.6,Social Media,7,4.6,7.9
Dylan Spencer,18,Female,12th,2.2,6.0,83,2,1.4,8,1,6,1,0.5,92,16,1.1,2.0,1.0,Gaming,5,4.4,7.3
Jason Smith,18,Female,11th,7.0,5.1,96,5,1.8,2,8,4,1,0.8,142,7,3.0,2.3,0.8,Other,10,4.7,10.0
Kimberly Brown,16,Male,7th,4.8,8.6,59,5,0.7,5,6,1,1,0.6,93,9,1.6,3.0,1.7,Browsing,8,6.2,8.8
Jerome Grant,15,Male,8th,7.9,9.7,84,8,1.1,3,2,1,0,0.7,47,20,4.7,1.0,0.6,Gaming,6,6.8,10.0
Kevin Wagner MD,15,Female,7th,3.9,7.0,90,2,1.0,6,5,7,1,0.5,143,16,2.4,0.3,0.0,Social Media,6,5.2,9.2
Dawn Henry,13,Male,8th,5.2,6.4,61,10,2.4,5,6,8,1,0.8,136,7,2.6,3.5,0.7,Education,1,5.7,10.0
Michael Strickland,15,Male,12th,5.9,7.4,84,8,0.6,10,2,1,0,1.5,49,12,2.0,1.7,0.2,Education,10,4.1,9.3
Randy Hunt,14,Male,12th,2.1,4.6,57,1,1.0,3,6,7,1,1.0,86,13,2.3,2.1,0.8,Education,9,5.4,8.5
Michael Maldonado,18,Other,8th,4.3,7.8,78,8,1.6,6,1,10,1,0.9,42,19,2.0,0.0,0.8,Education,9,7.6,7.0
John Fletcher,16,Other,8th,5.6,6.9,96,8,0.5,10,1,1,0,1.2,87,17,3.7,0.3,0.8,Education,10,6.5,10.0
Joseph Taylor,18,Male,12th,5.0,8.5,55,9,0.3,8,4,7,0,0.7,133,5,1.8,0.1,2.2,Social Media,7,6.0,6.3
Henry Acosta,19,Female,7th,6.0,6.9,77,10,0.7,4,6,5,1,0.9,54,7,2.6,0.2,2.2,Gaming,5,8.2,7.8
David Cox,18,Female,10th,3.3,8.7,72,9,1.4,10,4,5,1,0.0,144,9,1.7,0.6,0.7,Education,4,10.4,5.9
Daniel Rowland,19,Male,10th,4.2,8.3,81,7,1.6,9,10,8,1,0.4,96,20,1.9,3.8,0.3,Education,10,5.3,10.0
Samantha Castillo,17,Male,11th,5.0,7.1,74,9,1.7,9,9,5,1,1.0,66,18,3.1,2.2,0.2,Browsing,9,9.3,10.0
Frank Davis,19,Female,10th,7.3,4.9,73,6,0.8,10,9,8,1,1.2,33,15,2.5,0.6,0.6,Browsing,3,7.0,10.0
Bradley Brooks,17,Other,12th,7.0,5.0,50,9,2.1,5,10,1,0,1.3,51,19,2.5,1.8,1.8,Other,10,7.9,10.0
Patricia Mcfarland,18,Male,10th,3.0,3.1,66,7,0.0,3,6,9,0,1.4,33,20,3.4,1.6,1.2,Gaming,6,5.5,10.0
Rebekah Martinez,17,Other,7th,6.1,4.6,85,4,1.4,5,2,7,1,0.1,39,5,2.6,0.4,1.2,Gaming,5,5.8,8.6
April Patton,18,Other,10th,3.4,4.4,85,7,0.2,9,7,7,0,0.0,51,20,2.6,0.0,2.0,Other,6,4.7,8.8
Kathryn Anderson,15,Other,12th,6.3,6.9,71,3,0.4,6,9,5,0,0.8,32,17,2.5,2.8,2.3,Gaming,6,4.2,10.0
Michael Campbell,18,Female,9th,4.7,8.6,73,7,1.4,10,6,8,0,0.7,115,10,2.8,1.7,0.9,Other,6,7.3,9.2
Joseph Johnson,19,Other,7th,6.1,5.3,75,6,0.4,7,8,5,0,1.8,58,12,5.0,0.2,0.9,Browsing,4,5.3,10.0
Ashley Mathews,17,Other,10th,5.2,5.7,53,6,0.1,5,6,4,0,1.1,24,7,3.5,0.6,0.6,Gaming,2,4.8,8.3
Derek Moore,14,Female,12th,4.4,3.0,94,3,0.0,2,1,2,1,0.2,142,8,3.4,1.0,1.3,Social Media,7,7.3,10.0
Jennifer Navarro,16,Other,10th,3.1,6.3,59,8,2.3,6,10,2,0,0.6,39,18,3.3,2.3,1.5,Other,2,3.0,9.9
Felicia Prince,15,Other,7th,6.1,5.8,99,7,1.7,8,7,7,0,0.2,66,19,4.2,0.0,1.3,Gaming,7,8.9,10.0
Tracey Green,16,Male,9th,7.7,3.5,71,10,0.0,2,2,5,1,0.9,32,19,4.2,2.8,1.4,Gaming,5,5.6,10.0
Joel Patterson,18,Other,8th,8.1,7.8,84,8,1.0,2,5,7,0,0.9,53,10,2.0,0.0,0.5,Browsing,2,7.0,9.3
Ronald Robertson,15,Female,8th,5.3,8.8,99,9,0.7,4,9,3,1,1.3,119,11,0.7,2.9,1.8,Other,4,6.2,9.1
Nicholas Brown,13,Other,7th,4.0,6.0,51,2,1.0,4,6,3,1,0.3,113,20,3.7,1.9,0.0,Other,4,7.4,10.0
Jennifer Chavez,14,Female,11th,4.5,6.2,97,6,0.8,3,10,10,0,1.0,90,7,3.1,0.4,0.0,Browsing,8,8.9,8.1
Sheila Powell,15,Male,11th,5.4,6.1,80,10,1.3,1,5,8,1,0.8,108,13,1.3,0.7,1.2,Gaming,6,1.4,9.1
Melissa Johnson,18,Female,9th,5.0,5.0,77,9,0.4,7,1,8,0,0.4,124,9,3.0,1.5,0.1,Education,9,7.5,10.0
Erin Green,16,Female,11th,4.5,3.1,74,7,0.8,2,8,4,1,1.2,45,12,2.2,3.0,0.7,Social Media,7,5.4,10.0
Frederick Roberts,16,Other,9th,2.9,8.0,76,0,1.6,4,7,6,1,0.7,128,5,1.5,0.2,0.7,Other,4,3.6,4.2
Jeffrey Jordan,19,Male,8th,4.5,8.7,100,2,1.9,5,10,5,0,1.0,127,6,2.7,2.4,1.0,Browsing,2,5.5,9.0
Jeremy Stone,18,Female,9th,7.1,7.7,99,10,0.2,3,1,9,0,0.7,96,13,5.0,1.6,1.0,Gaming,7,6.7,10.0
Debbie Walters,18,Male,12th,5.4,9.2,57,0,1.6,3,5,3,0,0.1,66,14,1.7,0.1,1.1,Gaming,6,8.9,6.7
Troy Stephens,13,Female,11th,5.5,9.3,57,8,1.3,2,4,10,1,0.8,119,19,2.5,1.0,0.5,Gaming,6,5.1,10.0
Savannah Taylor,15,Male,12th,1.9,6.3,61,1,2.0,7,3,5,0,1.0,26,20,1.6,1.7,1.9,Browsing,2,8.0,6.6
Mark Caldwell,18,Other,10th,3.7,7.1,64,0,1.4,3,10,5,0,0.9,148,16,2.1,2.8,1.7,Browsing,7,6.2,10.0
Samuel Johnson,16,Female,9th,6.7,4.6,85,7,1.2,8,7,1,1,2.1,115,5,2.2,1.7,0.9,Education,4,4.7,10.0
Kristen Moore,14,Other,9th,4.5,5.6,95,3,0.0,1,6,4,0,1.0,27,18,2.6,1.8,0.8,Gaming,4,9.2,10.0
Donna Wood,18,Other,11th,7.8,8.0,61,1,0.5,1,3,2,1,1.1,89,18,2.9,0.5,0.8,Education,1,8.8,10.0
Michael Johnson,16,Male,9th,4.1,6.2,61,6,0.2,3,7,10,1,1.3,46,12,2.7,2.6,0.8,Social Media,1,4.4,9.6
Duane Rivers,16,Female,10th,5.0,6.1,53,0,1.6,1,4,8,0,0.6,85,5,3.5,0.8,1.1,Education,9,6.6,9.0
Robin Dougherty,15,Other,11th,1.3,7.4,77,1,0.0,8,10,4,0,1.6,106,16,2.6,1.7,0.2,Other,2,5.9,7.2
Bridget Santos,18,Other,10th,10.6,6.7,79,6,0.2,4,5,5,0,0.5,97,20,1.0,1.8,2.2,Education,1,7.4,10.0
Autumn Walters,14,Other,9th,4.7,5.6,65,10,2.2,8,4,5,0,1.5,125,13,3.3,0.4,0.1,Other,10,7.9,10.0
Shelley Bass,19,Other,11th,7.1,3.8,91,7,1.4,7,4,10,0,1.3,67,5,2.7,1.2,1.0,Education,1,4.1,10.0
Joseph Avila,18,Other,8th,7.3,3.5,83,9,0.7,5,8,6,0,1.1,20,19,2.7,0.9,1.6,Social Media,8,4.4,10.0
Evelyn Martin,16,Male,7th,6.6,7.0,60,0,0.5,5,2,9,1,1.1,66,13,2.6,1.1,0.1,Social Media,6,6.2,10.0
Cheryl Castillo,18,Other,8th,4.1,5.0,54,1,0.2,7,9,9,1,0.7,31,11,3.1,0.9,0.7,Education,8,7.7,8.4
Erika Dean,16,Other,11th,6.6,5.4,58,6,1.7,3,10,3,1,2.3,83,9,2.7,2.8,1.7,Browsing,6,6.2,10.0
John Sullivan,19,Female,9th,4.2,7.4,98,2,1.3,10,1,8,0,0.3,65,5,3.2,1.9,1.0,Education,7,14.0,7.9
Angela Johnson,13,Female,12th,8.2,6.9,50,6,0.9,6,7,1,0,1.2,22,7,1.4,0.7,1.4,Browsing,3,3.1,8.7
Nancy Anderson,14,Female,8th,6.5,4.9,90,10,1.6,8,7,4,0,1.1,46,13,3.0,1.3,0.0,Social Media,9,8.7,10.0
Melissa Griffith,14,Male,10th,4.3,8.4,61,10,0.0,2,1,8,1,1.1,147,9,1.9,1.1,0.0,Other,10,4.2,7.8
Whitney Montes,16,Male,10th,4.7,4.9,90,1,1.0,3,3,5,1,1.8,101,12,2.1,1.6,1.2,Gaming,6,6.4,10.0
Scott Glass,16,Female,7th,6.6,5.4,51,3,0.7,2,3,10,1,1.5,114,11,2.1,1.9,0.9,Education,9,4.1,10.0
Bruce Harmon,15,Male,10th,5.6,8.0,70,6,0.3,7,10,8,0,1.1,128,15,2.0,2.3,0.9,Social Media,3,7.2,10.0
Andrew Martin,19,Male,12th,4.4,6.1,76,2,0.8,3,2,3,1,1.4,58,7,3.6,1.0,0.7,Social Media,8,6.0,8.5
Alejandro Jennings,19,Female,7th,3.1,5.7,53,10,0.4,3,7,5,1,0.5,46,16,3.2,2.1,0.5,Gaming,3,4.6,9.7
James Barrett,15,Female,8th,4.3,6.7,93,8,1.1,2,10,9,0,1.9,74,12,3.1,0.2,0.5,Browsing,3,2.9,8.1
Joshua Mendoza,13,Male,9th,7.4,4.3,97,1,1.7,4,5,5,1,1.7,69,6,1.1,1.4,0.2,Education,5,2.3,10.0
Gabriela Waters,14,Female,7th,6.2,5.2,65,9,1.0,8,3,6,0,1.0,104,8,1.7,2.6,0.9,Social Media,1,6.2,10.0
Tiffany Mcdonald,19,Male,9th,4.3,5.8,88,7,2.1,10,3,6,0,0.7,126,9,2.4,1.2,0.8,Browsing,3,6.0,9.3
Stephanie Weber,16,Other,12th,6.5,4.7,71,5,0.0,7,2,9,0,1.0,138,13,3.6,0.5,0.5,Education,10,5.2,10.0
Philip Romero,15,Male,8th,3.4,8.9,86,9,1.4,7,8,6,0,2.4,43,13,2.5,2.2,1.2,Gaming,3,3.4,7.1
Eric Baldwin,16,Other,12th,4.9,6.8,56,1,0.9,2,7,5,1,0.6,86,11,2.8,2.0,0.7,Social Media,5,8.7,10.0
Tina Fuller,18,Other,11th,8.7,5.4,86,0,0.7,1,8,6,1,0.7,141,19,2.2,0.4,0.0,Education,4,5.2,10.0
Phillip Goodman,16,Female,7th,8.2,5.3,65,6,1.7,3,10,7,1,1.3,90,10,2.6,1.7,1.5,Browsing,2,4.0,10.0
John Allen,16,Female,11th,5.7,6.5,69,10,0.0,3,10,3,0,0.7,57,9,3.0,0.6,0.8,Browsing,10,8.0,9.0
Jose Wagner,13,Other,12th,6.6,4.6,80,9,0.8,3,4,3,1,0.8,144,6,1.4,2.3,0.8,Social Media,6,6.3,10.0
Franklin Russell,16,Male,8th,4.9,4.6,59,0,2.5,10,5,5,1,1.1,94,16,3.4,0.7,1.3,Social Media,1,5.7,10.0
James West,16,Male,11th,5.8,6.3,64,9,0.5,5,1,7,1,1.1,35,12,2.8,1.4,1.3,Gaming,7,7.3,10.0
Cynthia Burke,19,Male,9th,7.1,7.0,83,2,1.7,5,6,2,0,0.9,75,15,2.1,1.3,0.5,Education,9,8.3,10.0
Margaret Thompson,14,Female,12th,6.3,7.6,58,2,0.5,1,6,6,0,1.3,34,5,1.4,1.8,1.9,Social Media,7,5.2,7.4
Tony Bowers,19,Female,8th,5.1,5.8,71,1,1.4,5,2,3,1,0.8,133,15,3.3,0.0,1.2,Gaming,9,1.0,10.0
Chase Knapp,16,Other,10th,9.0,7.1,73,5,0.4,9,5,6,1,1.9,29,19,2.5,2.5,1.1,Social Media,7,5.7,10.0
Dr. Travis Estrada,14,Female,7th,4.2,8.1,78,1,1.6,9,3,7,0,0.4,110,11,4.9,1.3,0.9,Gaming,1,2.2,10.0
Mrs. Andrea Figueroa,17,Other,11th,2.9,6.2,50,1,0.6,2,8,9,0,1.5,56,5,3.0,1.1,0.8,Education,6,5.2,6.0
Michael May,15,Female,11th,3.1,4.6,90,9,0.9,5,3,5,1,1.5,85,6,1.8,3.1,1.4,Social Media,8,3.2,8.6
Timothy Taylor,15,Female,12th,5.5,6.5,67,10,0.9,10,2,4,0,1.8,120,14,2.8,1.1,1.8,Browsing,7,3.9,10.0
Shawn Finley,19,Female,7th,6.4,5.0,74,1,2.3,1,4,5,1,0.9,66,16,1.9,2.6,0.7,Browsing,4,7.6,10.0
Kenneth Carlson,15,Female,11th,6.0,7.7,97,6,1.8,2,10,6,1,0.8,144,13,2.3,2.4,0.7,Other,3,6.2,10.0
Holly Massey,14,Other,9th,4.4,7.0,91,6,1.4,4,7,5,0,0.3,104,11,4.2,1.5,0.8,Social Media,6,5.0,10.0
Mrs. Alisha Moore MD,14,Male,10th,9.3,6.8,94,0,0.0,5,2,1,1,1.2,97,12,3.1,0.1,1.2,Other,1,5.7,10.0
Daniel Walton,13,Female,8th,3.8,8.0,70,2,1.8,4,1,1,1,1.6,70,20,4.2,0.9,1.2,Browsing,5,8.0,10.0
Marisa Bryant,17,Female,9th,8.5,5.0,61,10,0.0,10,5,1,1,0.4,76,18,3.2,1.6,0.8,Gaming,5,4.0,10.0
Zachary Russell,14,Other,9th,2.7,5.7,76,5,1.0,1,8,6,1,1.1,60,14,0.9,0.6,0.9,Browsing,9,6.1,5.4
Deborah Mendez,19,Male,12th,5.7,4.8,64,1,1.0,9,10,8,1,2.0,106,13,4.5,1.5,0.0,Education,5,8.6,10.0
Michael Richard,19,Other,7th,5.3,6.9,51,0,0.0,9,9,4,1,1.4,143,10,2.1,1.6,1.5,Gaming,4,3.5,10.0
Kayla Jenkins,19,Female,9th,7.9,5.1,91,2,0.1,6,5,4,1,0.7,116,13,3.1,0.4,1.8,Browsing,10,3.5,10.0
Mark Thomas,19,Other,7th,7.4,7.6,58,5,0.3,9,7,6,0,1.0,129,8,4.3,0.1,1.1,Social Media,4,4.2,10.0
Nina Humphrey,13,Male,7th,8.4,7.7,100,1,1.9,8,3,10,1,1.6,47,14,3.4,1.5,2.2,Gaming,1,4.0,10.0
